Tweet,Class
"@TelkomCare Admin, tlpn 0318532161 &amp; 0318536634 sampai saat ini masih blm bs digunakan dr tgl 17 Sept 2017. Mohon konfirmasinya. cc: @e100ss",0
"@TelkomCare @e100ss telepon rumah bermasalah, modem kedip-kedip merah di LOS",0
RT @hendrastono: Gerbang Tol MENANGGAL (arah JUANDA) lumayan merayap (hanya 1 GTO dan 1 TUNAI).....HELP... @e100ss @ElshintaSby @lewatmana…,0
Gerbang Tol MENANGGAL (arah JUANDA) lumayan merayap (hanya 1 GTO dan 1 TUNAI).....HELP... @e100ss @ElshintaSby @lewatmana @RTMCJatim,0
@e100ss Listrik di perum taman sumengko indah padam. Thanks,0
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
@pln_123 @e100ss Listrik padam di Kec. Pasirian &amp; Kec. Candipuro Ds. Jarit Dsn. Uranggantung RT/RW 073/010 Kab. Lumajang-Jawa Timur,0
RT @bennytrisyanto: @e100ss lamongan arah babat macet rel kereta licin.kemacetan di mulai dari depot soto asih jaya... https://t.co/Aha9PsM…,0
"@e100ss @PDAMSurabaya air PDAM di Mulyosari Prima mati, sudah 2 hari, mohon info...",0
RT @bennytrisyanto: @e100ss lamongan arah babat macet rel kereta licin.kemacetan di mulai dari depot soto asih jaya... https://t.co/Aha9PsM…,0
"@e100ss listrik padam uda hampir 2 jam di desa wage,Taman",0
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
RT @dennydarmadji: @e100ss masuk gerbang tol waru arah satelit macet total ga jalan https://t.co/Lggoi886E9,0
@e100ss masuk gerbang tol waru arah satelit macet total ga jalan https://t.co/Lggoi886E9,0
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
@fredisayona @e100ss gak kemahalan ni toll??kalau sepi ya mlh rugi sendiri ntar,0
BBPJN : Perbaikan Jalan Beton Gunakan Metode Mutakhir Khusus (odp-pr) https://t.co/T2EsvuFFIn,1
RT @fredisayona: Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
Kenaikan tarif toll  sumo @e100ss https://t.co/PrcGDJTT6O,0
pepelegi-waru gerimis cuman sebentar... eee lha kok PLN mati... @e100ss @pln_123 @infosda,0
RT @e100ss: 21.29 : Update kebakaran di Jembatan Tol Suramadu: Satu beton berhasil dijebol untuk memasukkan selang guna... https://t.co/uH4…,1
@e100ss air pdam daerah kaliwaron sejak jumat kmrn debit air yg keluar kog kecil dan airnya keruh. Kenapa ya.....,0
@e100ss min daerah keputih mati lampu dari jam 1 tadi sampek sekarang belum nyala makasih,0
"@e100ss Baru saja melintas di Gumitir menuju Banyuwangi, sampai Kalibaru kondisi Gelap Gulita, Imbas listrik padam.… https://t.co/q8I5FRSbEg",0
"@e100ss Semolowaru bahari akhir2 ini air PDAM sering keruh kecoklat2an terutama pada pagi hari, mohon info dari pdam",0
@e100ss listrik mati di perumahan ITS Blok U.. Apakah sedang ada perbaikan?,0
"@e100ss pengguna tol dari Mojokerto bila ke Gresik sekarang harus nyebrang jalan, itulah yg bikin macet. Kalau yg jalan lama bisa langsung",0
"@e100ss exit tol arah Krian dan Gresik sebaiknya dibedakan, selain bikin macet, juga agar tidak muter2. Arah Gresik pakai jalan lama saja.",0
"Gerbang tol keluar dari Mojokerto ke Gresik sebaiknya dibuatkan gerbang di jalan yg lama, exit yg baru bikin macet @e100ss @RadioElshinta",0
RT @e100ss: 21.29 : Update kebakaran di Jembatan Tol Suramadu: Satu beton berhasil dijebol untuk memasukkan selang guna... https://t.co/uH4…,1
"Jaringan Listrik Bawah Suramadu Terbakar, Lajur Roda Dua Dialihkan. (odp-rt)... https://t.co/0w0Wt9nXNI",0
21.29 : Update kebakaran di Jembatan Tol Suramadu: Satu beton berhasil dijebol untuk memasukkan selang guna... https://t.co/uH4rIsmnO9,1
"@e100ss Kalau jalur khusus sepeda dikasih separator supaya aman,  lalu diberi semacam atap biar ga panas/hujan, pasti banyak yang mau gowes",1
RT @e100ss: 19.15 : Update kebakaran di jalur sepeda motor Jembatan Suramadu :  Yang terbakar adalah kabel yang ada di dalam... https://t.c…,0
RT @evansutjitro: @e100ss jalan veteran gresik di tutup. Alternatif ke kota lwt ke arah pelabuhan atau lwt mayjen tembus ke giri lalu ke ke…,0
RT @AgusSug63615554: @e100ss apakah ada kebakaran di jembatan suramadu. Krn ada 2  mobil pemadam di bentang utama,0
RT @evansutjitro: @e100ss jalan veteran gresik di tutup. Alternatif ke kota lwt ke arah pelabuhan atau lwt mayjen tembus ke giri lalu ke ke…,1
RT @Jerrypurbakaro1: @e100ss PDAM daerah menganti sdh 3 hari mati. Apa masalahnya? Dan PDAM di daerah menganti memang sering mati. Kenapa b…,0
19.15 : Update kebakaran di jalur sepeda motor Jembatan Suramadu :  Yang terbakar adalah kabel yang ada di dalam... https://t.co/M90REJA9Oz,0
RT @dododottiee: @e100ss ternyata lift jembatan penyeberangan dpn KFC basra tdk bs utk pembawa sepeda padahal susah kl mau lewat bawah atau…,0
"@e100ss,sedang terjadi pemadaman di daerah warugunung Karangpilang surabaya,mohon ditindaklanjuti.",0
@e100ss ternyata lift jembatan penyeberangan dpn KFC basra tdk bs utk pembawa sepeda padahal susah kl mau lewat bawah atau tangga,0
Mari gunakan sistem pembayaran tol dg uang elektronik. Lebih efisien waktu @e100ss https://t.co/RWmNoDgC4w,1
"@e100ss @PDAMSurabaya alhamdulillah, akhir'nya air PDAM di bulak banteng kembali lancar.. gak perlu begadang lagi s… https://t.co/AcSD8oFudP",1
@e100ss perum puri safira regency menganti blum ada jaringan 4G telkomsel. Tolongbsegera dipasang,0
RT @AgungQowi: @e100ss ide yang bagus.... tapi alangkah baiknya dibarengi dengan prioritas segera menyediakan moda tranportasi umum yg mema…,1
"RT @belindasurabaya: @e100ss Non Tunai di tol ternyata malah merepotkan karena blm totalitas, Waru 4&amp;5 tidak tersedia shg bingung saat hany…",0
"@e100ss Non Tunai di tol ternyata malah merepotkan karena blm totalitas, Waru 4&amp;5 tidak tersedia shg bingung saat hanya bawa e-money",0
"@e100ss air Pdam daerah dharmahusada airnya seperti air comberan g layak pakai,knp ya...",0
@e100ss mhn sampaikan ke jjrn pemkot terkait kira2 kpn ya pinggir kali Surabaya dr Rolak Gng Sari smp bwh Tol Sby Gempol dibenahi ? ksn kumu,0
@e100ss Allhamdulilah sudah nyala,1
@e100ss Listrik Padam di desa sidorejo ada apa y...?,0
RT @ririnkuu: Ada lubang selebar kurleb 1 meter di jalan kedung baruk pas di tikungan menuju kalirungkut/panjangjiwo  @e100ss  cukup dalam…,0
Ada lubang selebar kurleb 1 meter di jalan kedung baruk pas di tikungan menuju kalirungkut/panjangjiwo  @e100ss  cukup dalam dan berbahaya,0
@e100ss aturan pake kartu prabayar kan per okt knapa tol waru juanda (CMS) sdh tdk bisa bayar tunai pdhl bukan GTO?Mohon infonya..thx<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>,0
RT @anggaadi1984: @e100ss macet parah di exit tol Romokalisari https://t.co/7pbe5h6sRr,0
"@e100ss kata detikdotcom sih surabaya smart city, ini lampu nyala 3.3 nya kelip kelip 2 minggu lebih,… https://t.co/FuvWqMgPGC",0
@e100ss macet parah di exit tol Romokalisari https://t.co/7pbe5h6sRr,0
"@e100ss exit tol romokalisari macet imbas bubaran supporter bola,stlh byr tol lgsg putar balik msk tol lg mau exit kebomas.",0
"Arah ke SBY sebelum TL kraton macet, dampak perbaikan/recycling jlr pantura. Harap sabar &amp; hati2 @e100ss… https://t.co/DR9xqlMAjW",0
e100ss: RT Jerrypurbakaro1: e100ss PDAM daerah menganti sdh 3 hari mati. Apa masalahnya? Dan PDAM di daerah menganti memang sering mati. Ke…,0
RT @Jerrypurbakaro1: @e100ss PDAM daerah menganti sdh 3 hari mati. Apa masalahnya? Dan PDAM di daerah menganti memang sering mati. Kenapa b…,0
@e100ss PDAM daerah menganti sdh 3 hari mati. Apa masalahnya? Dan PDAM di daerah menganti memang sering mati. Kenapa begitu ya?,0
@e100ss haduh...liat PLN ya sering banget mati lampu terutama yg rayon PORONG. TOLONG SEGERA DINYALAKAN DONG MENGGANGGU BANGET @pln_123,0
"RT @ical9595: Ketika pariwara pembayaran tol menggunakan e-toll, tapi di pintu gate ini hanya menerima pembayaran tunai. Payah!
@e100ss htt…",0
RT @tweet4nn4: @e100ss tlg diinfokan ke dinas lampu TL di per4an Kendangsari lampu TL Merah yg atas padam jd yg diblkg tdk bs tau https://t…,0
@e100ss tlg diinfokan ke dinas lampu TL di per4an Kendangsari lampu TL Merah yg atas padam jd yg diblkg tdk bs tau https://t.co/Jb5iioWHos,0
@LiyantoHendra @e100ss Diarea perak jga udah 2 minggu internet telkomlsel jelek,0
"e100ss: RT gandungadi: e100ss jaringannya TelkomIndonesia error terus dari kemarin, padahal seminggu lalu juga error. Cuma kasi nomer penga…",0
"RT @gandungadi: @e100ss jaringannya @TelkomIndonesia error terus dari kemarin, padahal seminggu lalu juga error. Cuma kasi nomer pengaduan…",0
"@e100ss jaringannya @TelkomIndonesia error terus dari kemarin, padahal seminggu lalu juga error. Cuma kasi nomer pengaduan aja, tindakan nol",0
"RT @ical9595: Ketika pariwara pembayaran tol menggunakan e-toll, tapi di pintu gate ini hanya menerima pembayaran tunai. Payah!
@e100ss htt…",0
e100ss: RT scorpioenjoy: e100ss trosobo arah krian kapan diperbaiki jlnnya bergelombang,0
@ical9595 @e100ss Rusak kah RFID nya?,0
"RT @ical9595: Ketika pariwara pembayaran tol menggunakan e-toll, tapi di pintu gate ini hanya menerima pembayaran tunai. Payah!
@e100ss htt…",0
"RT @LiyantoHendra: @e100ss telkomsel jaringan 4G dilebak katanya terbaik,termahal tapi wa gbr jam semua.sangat lemot.sdh restart tetap aja.…",0
"Ketika pariwara pembayaran tol menggunakan e-toll, tapi di pintu gate ini hanya menerima pembayaran tunai. Payah!… https://t.co/Ncz9jWDGUB",0
RT @scorpioenjoy: @e100ss trosobo arah krian kapan diperbaiki jlnnya bergelombang,0
@e100ss trosobo arah krian kapan diperbaiki jlnnya bergelombang,0
@e100ss diklinik tabita lebak gak ada sinyal telkomsel,0
"RT @LiyantoHendra: @e100ss telkomsel jaringan 4G dilebak katanya terbaik,termahal tapi wa gbr jam semua.sangat lemot.sdh restart tetap aja.…",0
"@e100ss telkomsel jaringan 4G dilebak katanya terbaik,termahal tapi wa gbr jam semua.sangat lemot.sdh restart tetap aja.mohon perbaikan.",0
"RT @dinde_bdl: @e100ss salahsatu kelemahan pake e toll itu, sering sekali bon nya tdk keluar. Bagi yg nota toll claim kantor, ini sangat me…",0
"RT @dinde_bdl: @e100ss salahsatu kelemahan pake e toll itu, sering sekali bon nya tdk keluar. Bagi yg nota toll claim kantor, ini sangat me…",0
"RT @dinde_bdl: @e100ss salahsatu kelemahan pake e toll itu, sering sekali bon nya tdk keluar. Bagi yg nota toll claim kantor, ini sangat me…",0
"Tolong agar pngelola tol, jangan sampe kehabisan kertas print atau macet. Bon itu penting bagi sebagian org untuk bukti claim. @e100ss",0
"@e100ss salahsatu kelemahan pake e toll itu, sering sekali bon nya tdk keluar. Bagi yg nota toll claim kantor, ini sangat merugikan.",0
Sgt kecewa dgn layanan internet indi home @TelkomIndonesia @TelkomCare biaya tagihan tidak sesuai dgn sms yg dikirim @e100ss,0
@e100ss malam ini balong bendo kedua arah macet cenderung tidak bergerak dikarenakan ada perbaikan aspal. https://t.co/ol7lRESg4X,0
"@e100ss @pln_123 minta tlong dicek dan diperbaiki daerah karangrejo timur wnokromo,sudah hmpir 1 bulan voltase listrik sangat sering turun,",0
@e100ss @PTJASAMARGA  tlg tanya donk 1 okt pengguna tol pakai etoll.Tp gate waru yg dibawah tol koq masi ga ada mesin etoll nya ya?,0
@e100ss @pln_123 akibat kebakaran jln ry margorejo dari jam2siang sampai jam7.30malam masi mati lampu.bagaimana pihak PLN tanggung jawabnya?,0
"@Imelyansen12 @e100ss @PDAMDeltaTirta Padahal gak minta bisa diminum, lho,,sekedar bisa buat nyuci dan mandi saja d… https://t.co/dyOuNRkz4m",0
@BurhanMentrek @e100ss @PDAMDeltaTirta Iya sama tadi nyuci kayak nyuci di sungai,0
@PDAMDeltaTirta @PDAMSurabaya @e100ss Air pdam umbulan mgkn ada kebocoran krn debit air mengecil dan tidak spt biasanya. Mohon perhatiannya.,0
"@Juhan60490774 @e100ss Kualitas gk diperbaiki tarif minta naik terus...Coba dikasih saingan gitu, nanti lak demo.",0
@e100ss Gak sekalian disuruh jalan aja? Kan trotoarnya sudah dilebarin?,1
@minase_nayuki @e100ss Utk menciptakan infrastruktur yang sehat kebutuhan pokok manusia yang sehat dan sama sehingg… https://t.co/wLVTc4NbUU,1
@galih_r4dyt @e100ss Baru transportasi yang sehat juga terbentuk mbaj,1
"@galih_r4dyt @e100ss Dgn asas bergotongroyong agar tercipta masyarakat yang sehat dan bahagia,adat istiadat dan budaya yang sehat pula",1
"@galih_r4dyt @e100ss Utk menata insfratruktur yg sehat, kebutuhan pokok manusia yang sehat dan sama sehingga berada… https://t.co/VGycccpefI",1
@e100ss Bisa jadi ajang proyek pengadaan sepeda utk PNS nih..,1
RT @wundrihap: @e100ss kebakaran di jalan raya margorejo indah https://t.co/tDTC8L2eiY,0
RT @wundrihap: @e100ss kebakaran di jalan raya margorejo indah https://t.co/tDTC8L2eiY,0
RT @hocchin: Lampu TL perempatan rel kereta dan rsi ahmad yani hanya lampu kuning yg nyala @e100ss https://t.co/NOQcJpH3My,0
"RT @yerryant_: @e100ss Mohon Pemkot segera realisasikan Trunk (BRT) dan Feeder, ga usah nunggu Trem. Biar masyarakat mau beralih memakai tr…",1
"@e100ss Mohon Pemkot segera realisasikan Trunk (BRT) dan Feeder, ga usah nunggu Trem. Biar masyarakat mau beralih m… https://t.co/vsJp8vhTUU",1
RT @hocchin: Lampu TL perempatan rel kereta dan rsi ahmad yani hanya lampu kuning yg nyala @e100ss https://t.co/NOQcJpH3My,0
"RT @alemovic: @e100ss  di TL karamenjangan,,padahal ada pnumpangnya,,,bahaya https://t.co/IpGKLNvtau",0
Lampu TL perempatan rel kereta dan rsi ahmad yani hanya lampu kuning yg nyala @e100ss https://t.co/NOQcJpH3My,0
"RT @alemovic: @e100ss  di TL karamenjangan,,padahal ada pnumpangnya,,,bahaya https://t.co/IpGKLNvtau",0
"RT @alemovic: @e100ss  di TL karamenjangan,,padahal ada pnumpangnya,,,bahaya https://t.co/IpGKLNvtau",0
"@e100ss  di TL karamenjangan,,padahal ada pnumpangnya,,,bahaya https://t.co/IpGKLNvtau",0
@PDAMSurabaya @e100ss Pipa PDAM di depan Jl. Petemon Barat 210 bocor krn ada pemasangan gorong. Sejak kemarin air… https://t.co/1Iet9M6Et1,0
@e100ss Listrik di perum taman sumengko indah padam. Thanks,0
@e100ss lampu d margomulyo timur jalan.Mulai pertigaan greges utara ke selatan s.d flying over tol mati. flying over k selatan nyala #info,0
RT @rwrobbywibowo: Tunjungan plaza padam listrik sdh 3x dan saat ini blm nyala juga @e100ss https://t.co/0kFmtGCozM,0
RT @rwrobbywibowo: Tunjungan plaza padam listrik sdh 3x dan saat ini blm nyala juga @e100ss https://t.co/0kFmtGCozM,0
RT @rwrobbywibowo: Terjadi 2x pemadaman listrik di Tunjungan Plaza sdh hampir 15 menit blm nyala @e100ss,0
RT @rwrobbywibowo: Tunjungan plaza padam listrik sdh 3x dan saat ini blm nyala juga @e100ss https://t.co/0kFmtGCozM,0
"@ekafaniar @e100ss Gatenya ada di jalan karang andong, kalau dari Gresik lewat terminal bunder lurus arah krian, ma… https://t.co/s0iqUrH3ob",1
Lurus sedikit kira kira 200meter dari gate masuk yang lama.sebelah kiri jalanRT @ekafaniar: @e100ss (cont) https://t.co/Wlzrc5KAtv,1
RT @rwrobbywibowo: Terjadi 2x pemadaman listrik di Tunjungan Plaza sdh hampir 15 menit blm nyala @e100ss,0
RT @GathakRohan: @e100ss macet pol jalan mastrip karang pilang kedurus..harap diatasi https://t.co/YeOLlPY2TU,0
RT @rwrobbywibowo: Tunjungan plaza padam listrik sdh 3x dan saat ini blm nyala juga @e100ss https://t.co/0kFmtGCozM,0
RT @ellaeleanor: @e100ss di TP lampu mati hampir 30 menit yg lalu smpai skrg. Ada info kah krn apa?,0
Kondisi terkini Tunjungan Plaza @e100ss saya khawatir yg didalam lift sdh hampir setengah jam padam listriknya https://t.co/na6o7sTB2O,0
@e100ss di TP lampu mati hampir 30 menit yg lalu smpai skrg. Ada info kah krn apa?,0
@e100ss Smg dpt mengurai kemacetan bukan memindah kemacetan ke gate entrance atau exit.,1
Tunjungan plaza padam listrik sdh 3x dan saat ini blm nyala juga @e100ss https://t.co/0kFmtGCozM,0
"@e100ss mhn info,ini aliran air pdam di daerah pakal mulai minggu mlm g keluar sama sekali. Di @PDAMSurabaya juga tidak ada pemberitahuan",0
@e100ss macet pol jalan mastrip karang pilang kedurus..harap diatasi https://t.co/YeOLlPY2TU,0
Terjadi 2x pemadaman listrik di Tunjungan Plaza sdh hampir 15 menit blm nyala @e100ss,0
@Alfan96141359 @e100ss Yang jadi masalah adlh akses ke toll gate Legundi dr bypass Krian. Dua arah sering macet kec… https://t.co/2gG1f03x3T,0
@Alfan96141359 @e100ss Jalur tol yg sudah siap Legundi ke barat smp Bandar Kd Mulyo (Jombang). Keluar dr pintu tol… https://t.co/YmteB8m4bm,1
@e100ss pintu tol dupak arah waru penuhhhhh....,0
RT @kenyulian: tol dupak ramai lancar @e100ss https://t.co/I4drtsRQ0u,1
@e100ss jln gemblongan macet padat merambat...,0
"@e100ss slmt sore,update kondisi TL Demak dr arah psr tembok,sdh mulai ad kepadatan &amp; antrian.
Jaga jarak aman &amp; ha… https://t.co/3mLkug6VV3",1
tol dupak ramai lancar @e100ss https://t.co/I4drtsRQ0u,1
"@e100ss tadi denger jl pahlawan ada panggung, akhirnya sore ini perjalanan rajawali ke mayjen milih lewat tol. Sangat lengang lancar jaya.",0
ini lampu mati lama amat ya @pln_123 @PLN_Surabaya jl manukan dalam 14j no05 tandes surabaya sdh hampir 1jam @e100ss,0
RT @CoaAmigos: @e100ss mau keluar exit toll romo padat. Setelah keluar juga malah padat. https://t.co/UzUAZLhkEs,0
@e100ss mau keluar exit toll romo padat. Setelah keluar juga malah padat. https://t.co/UzUAZLhkEs,0
"@pln_123 @infosda 
@pln_123 
@e100ss 
@PLN_Surabaya 
@pln

Mhn bantuan petugas pln, sekring di rmh kami bermasalah,… https://t.co/MFsgnOKnPw",0
"RT @88Ansori: @e100ss info lalin tol waru arah perak ramai lancar, ada truk tangki yg bermasalah di bahu jalan mau keluar satelit, km 6,500…",0
"RT @adesuntani: @e100ss keputih sukolilo ditutup ,jalan umum satu satunya kok ditutup parah,lho kok ya diizini sama pemagku kebijakan aneh,",0
"RT @adesuntani: @e100ss keputih sukolilo ditutup ,jalan umum satu satunya kok ditutup parah,lho kok ya diizini sama pemagku kebijakan aneh,",0
"@e100ss keputih sukolilo ditutup ,jalan umumsatu satunya kok ditutup parah,lho kok ya diizini sama pemagku kebijakan aneh,",0
"@infosda 
@pln_123 
@e100ss 
@PLN_Surabaya 
@pln

Mhn bantuan petugas pln, sekring di rmh kami bermasalah, dan mengakibat mati lampu.

Suwun",0
"Selamat pagi, teman-teman mau tanya apa benar air @PDAMSurabaya mengalami gangguan diseluruh kota Surabaya?? @e100ss",0
Dear min @PDAMSurabaya jawab dong apa benar air di Manukan Bhakti-Surabaya Barat ada gangguan?? @e100ss,0
"@e100ss @SbyTrafficServ jalan MERR dibuat bkn utk parkir, yg jualan hrsnya mikir bangun lahan utk parkir, jgn saling cari untung sendiri",0
"@e100ss @SbyTrafficServ klo mmg di MERR RKT, ga ada penertiban &amp; tindakan, DICOPOT sj rambu2nya, RUWET-RUWET PISAN!! https://t.co/RW7TF3ZUgl",0
@somat_kyubi @Youthssfm @e100ss Turut bantu. Tol surabaya-gempol blm bs pake bca flazz. *NOTED*,0
"@e100ss e-toll card hrg beda,pintu tol waru - juanda 50rb
Pintu tol juanda 65rb ktnya security promonya sdh hbs",1
"@e100ss Mohon bantuan dinas terkait untuk upaya pembersihan sungai ini, sampah sampah ini entah dari mana ngalir kesini <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",0
"@taufanyanuar @e100ss Tiap hari macet disitu krn ad perbaikan  jembatan, arah ke Surabaya jg macet",1
@taufanyanuar @e100ss Iya efek perbaikan jembatan itu,1
RT @CarmentAbdul: @fatkur_azis @e100ss @PDAMSurabaya Skalian pak buk @PDAMSurabaya  ke arah barat.. wrga Sumberrejo Pakal.. sepertinya suda…,0
RT @yuliawati09: @e100ss Mohon bantuan agar pihak Telkom dapat segera menindaklanjuti jaringan telpon bermasalah di area ruko Tidar Mas Squ…,0
"RT @QodratAsyraf_R: Setiap lewat ""ditarik"" uang. Wewenangnya apa? Padahal proyek itu terjadi d wil.Gresik, utk wil.Sby tdk perlu ditutup tl…",0
RT @fariedbho: Pagi2 sudah lampu mati daerah prapen surabaya @PLN_Surabaya @e100ss @pln_123  ???,0
"RT @CarmentAbdul: @e100ss sngt mmprihatinkn, sjak tgl 14 Sep' 2017 wrga sumberrejo pakal krisis air PDAM. Blom lg dtambah bauh sampah TPA B…",0
RT @yuliawati09: @e100ss Mohon bantuan agar pihak Telkom dapat segera menindaklanjuti jaringan telpon bermasalah di area ruko Tidar Mas Squ…,0
"@e100ss Wisma tengger mati lampu min, udah 15 menit. Ada apa ya?",0
@e100ss ada marka putusnya hanya pas di gerbang keluar dari dinas Jasa Marga (kalau tidak salah).marka lainnya garis lurus tanpa putus.,1
"#InfoPLN : Hari ini listrik padam di beberapa wilayah, antara lain :",0
@fatkur_azis @e100ss @PDAMSurabaya Skalian pak buk @PDAMSurabaya  ke arah barat.. wrga Sumberrejo Pakal.. sepertiny… https://t.co/nE1RgyLOFS,0
RT @yuliawati09: @e100ss Mohon bantuan agar pihak Telkom dapat segera menindaklanjuti jaringan telpon bermasalah di area ruko Tidar Mas Squ…,0
@e100ss Mohon bantuan agar pihak Telkom dapat segera menindaklanjuti jaringan telpon bermasalah di area ruko Tidar Mas Square.,0
"RT @Youthssfm: untuk berita-berita tentang transaksi e-tol dan gerakan nasional non tunai ini bisa Kamu akses di sini

https://t.co/sLYKOGU…",1
"RT @Youthssfm: ingat ya, mulai Oktober 2017, semua gate tol hanya melayani transasksi non tunai. sudah punya kartu e-tol, kan? https://t.co…",1
"Setiap lewat ""ditarik"" uang. Wewenangnya apa? Padahal proyek itu terjadi d wil.Gresik, utk wil.Sby tdk perlu ditutu… https://t.co/4ijMa8R70a",0
Pagi2 sudah lampu mati daerah prapen surabaya @PLN_Surabaya @e100ss @pln_123  ???,0
"@e100ss baru saja melintas jembatan kalimas sebelum delta plaza, sungai nya penuh buih, sedih sekali ,,, (ga sempet photo)",0
@e100ss tumben arteri porong macet total begini https://t.co/BKeYjgugEF,0
RT @CarmentAbdul: @e100ss sya posting di tngah mlm krna stiap malam sya hrs begadang nungguin air keluar itupun yg notabene hnya PHP..,0
"@e100ss sngt mmprihatinkn, sjak tgl 14 Sep' 2017 wrga sumberrejo pakal krisis air PDAM. Blom lg dtambah bauh sampah TPA Benowo yg mnyengat..",0
"RT @adimarstyo: Min @PDAMSurabaya air di Manukan Bahkti, Surabaya Barat tdk mengalir tolong segera ditindak lanjuti ya bsk pagi beraktivita…",0
"RT @TokoLely: @e100ss @TelkomCare Tolong, saya komplen karena saya butuh internet dan telpon untuk pekerjaan saya.. mohon perhatiannya.. te…",0
"RT @TokoLely: @e100ss @TelkomCare telpon internet mati dari tgl 29 Agustus sampe skrg blm nyala, sudah 20 hari. Mau disuru nunggu sampe kap…",0
RT @DACBEEONE: @e100ss lampu mati sebagian di daerah tambak pring timur,0
"RT @fauzieSN: @e100ss sudah 2 hari ini bentang tengah suramadu lampunya padam semua... gelap gulita sekali,, jangan baru bertindak setelah…",0
RT @Rusman0207: @e100ss apa jalan randegan driyorejo tdk bisa di buka satu lajur?hrusnya kan pengerjaan jalan bisa dikrrjakan ssatu jalur d…,0
"RT @Oresokto: 4.Jadi wajar jk Jln Menganti-Wiyung makin macet krn manajemen plebaran,pmbgunan box culvert tdk terencana dgn baik @e100ss",1
RT @oribaby91: @jackasimg @e100ss Benar kapan selesai itu setiap hari macet2an mau lewat yg dr balongsari belok kiri juga pengerjaan gorong…,0
RT @QodratAsyraf_R: 6. @e100ss @RTMCJatim @infoGRESIK @SbyTrafficServ @PemkotSurabaya mohon perhatiannya terkait penutupan jl.Lakarsantri S…,1
"RT @Oresokto: Ribuan motor/mobil dr Babatan Indah &amp; Mukti akhirnya memenuhi jln Menganti-Wiyung,semestuny bs motor di TL @e100ss",0
"RT @QodratAsyraf_R: 5. @e100ss @RTMCJatim @infoGRESIK silahkan ditutup utk memudahkan proyek, tp d perbatasan kota krn perbaikan itu lokasi…",1
"RT @Oresokto: 3.Kesalahn terfatal,adl pnutupan jln Babatan Indah dijadikan depo box culvert.Pdhl ada ribuan motor/mobil dr perumahan (cnt)…",0
"RT @Oresokto: 2.Pdhl manajemen pmbgunanny salah.Mestinya,dibongkar jalan,lalu psang box culvert,dirapikan shg jalan bs dipake @e100ss",0
"RT @QodratAsyraf_R: 4. @e100ss @DivHumasPolri @infoGRESIK penduduk,walimurid, pegawai jadi risih, malah ada laporan yg terang2an d minta 5r…",0
RT @Oresokto: 1.Ekor kemacetan TL Menganti smpai danau unesa.Pembangunan box culvert dianggap jd penyebabnya @e100ss,0
RT @QodratAsyraf_R: 2. @e100ss @RTMCJatim @infoGRESIK kami penghuni Jl.Lakarsantri Selatan d Sby mrasa terganggu. Mestinya akses d tutup d…,0
"RT @QodratAsyraf_R: 1. @e100ss @infoGRESIK @RTMCJatim  Rekayasa ini dlm rangka perbaikan jln d wil.Gresik, knp Jln yg wil Sby ditutup?
Utk…",0
RT @ayue_augustina: @e100ss hr ini saya d datangi katax ptgs PLN mau ganti meteran rumah dg bea 60 rb +10rb bayar d muka bsk baru dganti.ap…,0
"@e100ss wilayah prasung buduran sidoarjo perumahan sapphire residence, mati lampu uda 1 jam gk nyala2.mana mati lampuny tiap 2 rmh @pln_123",0
@e100ss klo memang @UseeTVcom @TelkomCare tdk bs melakukan yg dijanjikan gk usah buat program!! 1 bulan no pelaporan 170829-135843 gk jelas,0
@e100ss sampai saat ini hak saya di @UseeTVcom @TelkomCare dgn no pelaporan 170829-135843 tdk ada solusi.CS 147 mencla mencle gak jelas,0
"Min @PDAMSurabaya air di Manukan Bahkti, Surabaya Barat tdk mengalir tolong segera ditindak lanjuti ya bsk pagi beraktivitas nih @e100ss",0
"@e100ss @TelkomCare Tolong, saya komplen karena saya butuh internet dan telpon untuk pekerjaan saya.. mohon perhatiannya.. terima kasih",0
"@e100ss @TelkomCare telpon internet mati dari tgl 29 Agustus sampe skrg blm nyala, sudah 20 hari. Mau disuru nunggu sampe kapan lagi?",0
@e100ss Dua arah lancar,1
@e100ss jembatan blega lancar https://t.co/76vfcm4qO5,1
@e100ss lampu mati sebagian di daerah tambak pring timur,0
@e100ss mau tanya kapan ya gorong2 di manukan s/d benowo di lanjutkan. Soalnya mmpung blum musim hujan. Klo udh musim hujan psti terganggu,1
"@e100ss sudah 2 hari ini bentang tengah suramadu lampunya padam semua... gelap gulita sekali,, jangan baru bertindak setelah ada kejahatan",0
"RT @Oresokto: 4.Jadi wajar jk Jln Menganti-Wiyung makin macet krn manajemen plebaran,pmbgunan box culvert tdk terencana dgn baik @e100ss",0
